person_id,id,name,character,role;
132942,tm342138,Robert F. Hill,,DIRECTOR;
23837,tm18158,Bob Steele,RCMP Matt O'Brien,ACTOR;
36500,tm18158,Joan Woodbury,Katherine Owens,ACTOR;
25662,tm18158,John Litel,Sergeant Means,ACTOR;
130905,tm18158,Raymond Hatton,Morgan,ACTOR;
212796,tm18158,Madge Bellamy,Mrs.Yeager,ACTOR;
13397,tm18158,George Meeker,Whitey Yeager,ACTOR;
13399,tm18158,Charles Middleton,Pierre,ACTOR;
565487,tm18158,Poodles Hanneford,Poddles Hannedor,ACTOR;
569416,tm18158,Gracie Hanneford,Jill Hanneford,ACTOR;
27570,tm18158,John Hamilton,John Owens,ACTOR;
61149,tm18158,Ian Keith,Inspector McGrath,ACTOR;
560855,tm18158,Johnny Carpenter,Henchman,ACTOR;
1290667,tm18158,Bob Duncan,Henchman,ACTOR;
137987,tm18158,Jack Evans,Barfly,ACTOR;
35503,tm18158,Al Ferguson,Sandy - Henchman,ACTOR;
566035,tm18158,Billy Hammond,Henchman,ACTOR;
134045,tm18158,George Morrell,Barfly,ACTOR;
60264,tm18158,Bud Osborne,Dutch - Henchman,ACTOR;
93410,tm18158,Jack Tornek,Barfly,ACTOR;
137476,tm18158,Derwin Abrahams,,DIRECTOR;
31162,tm75867,Walter Woolf King,Jim O'Brien,ACTOR;
152799,tm75867,Mona Barrie,Martha Courtney,ACTOR;
56589,tm75867,William Farnum,Warden Burke,ACTOR;
212794,tm75867,Harry Woods,Henry Courtney,ACTOR;
71893,tm75867,James Craven,Joseph Rand,ACTOR;
153578,tm75867,George M. Merrick,,DIRECTOR;
138456,tm75867,Oliver Drake,,DIRECTOR;
123795,tm71829,Roy Rogers,Roy Rogers,ACTOR;
103643,tm71829,Smiley Burnette,Frog,ACTOR;
100231,tm71829,George 'Gabby' Hayes,Gabby,ACTOR;
137903,tm71829,Ruth Terry,Mary Lou Popen,ACTOR;
49040,tm71829,Walter Catlett,Colonel Silas Popen,ACTOR;
32996,tm71829,Paul Harvey,James Barrabee,ACTOR;
72430,tm71829,Edmund MacDonald,Ross Lambert,ACTOR;
182376,tm71829,Leigh Whipper,Rango,ACTOR;
25657,tm71829,William Haade,Henchman Cully Bronson,ACTOR;
138115,tm71829,Bob Nolan,Bob Nolan,ACTOR;
62982,tm71829,Hank Bell,Captain Prentiss,ACTOR;
26245,tm71829,William Benedict,Telegraph Messenger,ACTOR;
"123797,tm71829,Pat Brady,""Pat Brady - Member, Sons of the Pioneers"",ACTOR";
134018,tm71829,Fred Burns,Clem Buffington,ACTOR;
13361,tm71829,Horace B. Carpenter,Townsman,ACTOR;
565025,tm71829,Tommy Coats,Rustler,ACTOR;
151373,tm71829,Spade Cooley,Rustler,ACTOR;
563563,tm71829,Art Dillard,Townsman,ACTOR;
82972,tm71829,Frank Ellis,Rancher,ACTOR;
552824,tm71829,Hugh Farr,Guitar Player - Sons of the Pioneers,ACTOR;
552825,tm71829,Karl Farr,Fiddle Playerl - Sons of the Pioneers,ACTOR;
"205951,tm71829,Joel Fluellen,""Member, Hall Johnson Choir"",ACTOR";
74930,tm71829,Chester Gan,Popen's Chinese Cook,ACTOR;
154006,tm71829,Augie Gomez,Townsman,ACTOR;
60256,tm71829,Chick Hannan,Townsman,ACTOR;
152840,tm71829,Neal Hart,Townsman,ACTOR;
582093,tm71829,Hall Johnson,Choir Leader,ACTOR;
60247,tm71829,Jack Kenny,Pianist,ACTOR;
151775,tm71829,Patricia Knox,Showgirl,ACTOR;
28893,tm71829,Cactus Mack,Rustler,ACTOR;
137989,tm71829,Carl Mathews,Barfly,ACTOR;
134023,tm71829,Frank McCarroll,Henchman,ACTOR;
572734,tm71829,Tim Spencer,Member - Sons of the Pioneers,ACTOR;
567623,tm71829,Pat Starling,Showgirl,ACTOR;
130989,tm71829,Hal Taliaferro,Drake,ACTOR;
123798,tm71829,Trigger,Trigger,ACTOR;
684834,tm71829,Herman Willingham,Barfly,ACTOR;
151608,tm71829,Joseph Kane,,DIRECTOR;
557981,tm757472,K. Sarangapani,,ACTOR;
564837,tm757472,K. R. Chellam,,ACTOR;
1809207,tm757472,M. K. Meenalochani,,ACTOR;
861599,tm757472,Nagercoil Mahadevan,,ACTOR;
570133,tm757472,S. R. Krishna Iyengar,,ACTOR;
1809670,tm757472,V. M. Pankajam,,ACTOR;
1809718,tm757472,R. Natesa Iyer,,ACTOR;
645834,tm757472,R. Padma,,ACTOR;
559338,tm757472,Sundar Rao Nadkarni,,DIRECTOR;
151961,tm4628,Rosemary Lane,Judy Edwards,ACTOR;
96563,tm4628,Johnny Downs,Johnny Edwards,ACTOR;
102700,tm4628,Ralph Morgan,Sam Wallace,ACTOR;
151586,tm4628,Dick Purcell,Spike Nelson,ACTOR;
57481,tm4628,Sheldon Leonard,Mickey Jones,ACTOR;
14770,tm4628,Dewey Robinson,Bullfrog,ACTOR;
568866,tm4628,Marjorie Manners,Marge Carson,ACTOR;
33007,tm4628,Emmett Vogan,Mr. Carson,ACTOR;
151660,tm4628,Cliff Nazarro,Himself,ACTOR;
568878,tm4628,Charles Calvert,Tony Rocadero,ACTOR;
14166,tm4628,Bess Flowers,Nightclub Patron,ACTOR;
137614,tm4628,William Nigh,,DIRECTOR;
151845,tm7903,Anne Nagel,Patricia Wayne,ACTOR;
562281,tm7903,Robert Kent,John Carter,ACTOR;
72826,tm7903,Charles Trowbridge,Dexter Wayne,ACTOR;
50383,tm7903,Morgan Wallace,'Big Bill' Anderson,ACTOR;
58854,tm7903,J. Farrell MacDonald,Chief Reardon,ACTOR;
100250,tm7903,John T. Murray,Horace Meade,ACTOR;
20174,tm7903,Joseph Crehan,Wallace,ACTOR;
137741,tm7903,Benny Bartlett,Billy Jones,ACTOR;
62606,tm7903,John Merton,Red Hampton,ACTOR;
132945,tm7903,Roger Williams,George Stanley,ACTOR;
27251,tm7903,John Dilson,Capt. Brown,ACTOR;
27281,tm7903,Donald Kerr,Joe Armstrong,ACTOR;
103852,tm7903,Lambert Hillyer,,DIRECTOR;
123795,tm82801,Roy Rogers,Roy Rogers,ACTOR;
151501,tm82801,Jane Frazee,Taffy Baker,ACTOR;
11109,tm82801,Andy Devine,Cookie Bullfincher,ACTOR;
70032,tm82801,Stephanie Bachelor,Jean Loring,ACTOR;
133897,tm82801,Harold Landon,Bert Baker,ACTOR;
108841,tm82801,Harry Cheshire,Cap Foster,ACTOR;
64565,tm82801,Roy Barcroft,Matt Wilkes,ACTOR;
21763,tm82801,Chester Conklin,Old-Timer,ACTOR;
1240493,tm82801,Hank Patterson,Old-Timer,ACTOR;
568336,tm82801,Whitey Christy,Henchman,ACTOR;
134193,tm82801,Pascale Perry,Henchman,ACTOR;
138115,tm82801,Bob Nolan,Bob Nolan,ACTOR;
123798,tm82801,Trigger,Trigger - Roy's Horse,ACTOR;
113874,tm82801,William Witney,,DIRECTOR;
123795,tm158680,Roy Rogers,Roy Rogers,ACTOR;
100231,tm158680,George 'Gabby' Hayes,Gabby,ACTOR;
130905,tm158680,Raymond Hatton,Chuckawalla,ACTOR;
571995,tm158680,Ann Baldwin,Peggy Hammond,ACTOR;
27186,tm158680,Pierre Watkin,Roger Hammond,ACTOR;
96357,tm158680,Craig Reynolds,Tony McGrath,ACTOR;
151690,tm158680,Ivan Miller,William Niles,ACTOR;
57376,tm158680,Reginald Barlow,Bainbridge,ACTOR;
13401,tm158680,Adrian Morris,Big Joe Gillespie,ACTOR;
485847,tm158680,Jack Roper,Gillespie Henchman,ACTOR;
134244,tm158680,Jack Ingram,Henchman McDermott,ACTOR;
27218,tm158680,Lynton Brent,Henchman in New York,ACTOR;
134018,tm158680,Fred Burns,Sheriff,ACTOR;
151218,tm158680,Thomas Carr,Young Man,ACTOR;
62986,tm158680,George Chesebro,Henchman,ACTOR;
45700,tm158680,Jennifer Gray,Young Woman,ACTOR;
60250,tm158680,Ted Mapes,Henchman,ACTOR;
95527,tm158680,George Montgomery,Cowhand,ACTOR;
31478,tm158680,Nick Stewart,Train Porter,ACTOR;
570434,tm158680,Al Taylor,Henchman,ACTOR;
784163,tm158680,Louisiana Lou,Lou - Singer,ACTOR;
151608,tm158680,Joseph Kane,,DIRECTOR;
21684,tm67227,Owen Davis Jr.,Davy,ACTOR;
154350,tm67227,Charles Brokaw,Don Oakhurst,ACTOR;
36500,tm67227,Joan Woodbury,Elsie,ACTOR;
129256,tm67227,Sheila Bromley,Susan Oakhurst,ACTOR;
27339,tm67227,Ferris Taylor,Judge Brandt,ACTOR;
47810,tm67227,Bob Kortman,Yuba Bill,ACTOR;
74813,tm67227,Charles King,Sandy,ACTOR;
27260,tm67227,Byron Foulger,Kentuck,ACTOR;
134126,tm67227,Robert McKenzie,Tuttle,ACTOR;
60251,tm67227,Ray Bennett,Blaney,ACTOR;
575832,tm67227,John 'Rusty' Brecknell,Baby,ACTOR;
132406,tm67227,Budd Buster,Single Tooth,ACTOR;
41708,tm67227,Jim Corey,Starbottle,ACTOR;
62987,tm67227,Richard Cramer,Gambler,ACTOR;
71562,tm67227,Tex Driscoll,Townsman,ACTOR;
137987,tm67227,Jack Evans,Juror,ACTOR;
570270,tm67227,Robert Fiske,Sheriff,ACTOR;
57390,tm67227,Helen Gibson,Woman in Saloon,ACTOR;
134045,tm67227,George Morrell,Barfly,ACTOR;
155403,tm67227,Bill Patton,Juror,ACTOR;
153367,tm67227,Bud Pope,Barfly,ACTOR;
41702,tm67227,John Wallace,,ACTOR;
93411,tm67227,Blackie Whiteford,Saloon Bully,ACTOR;
575831,tm67227,Irvin Willat,,DIRECTOR;
574024,tm161285,Dorothy Page,Helen Rickson,ACTOR;
190733,tm161285,Vince Barnett,Dan Haggerty,ACTOR;
33309,tm161285,Milton Frome,Oliver Shea,ACTOR;
574190,tm161285,Lynn Mayberry,Belle,ACTOR;
82972,tm161285,Frank Ellis,Sheriff Larson,ACTOR;
134313,tm161285,Joseph W. Girard,'Ruf' Rickson,ACTOR;
62993,tm161285,Merrill McCormick,Deputy Sheriff,ACTOR;
155432,tm161285,Harrington Reynolds,Sandy Doyle,ACTOR;
152961,tm161285,Pat Henning,Henchman Lingstrom,ACTOR;
569311,tm161285,Fred Cordova,Henchman Philbin,ACTOR;
574191,tm161285,Snowy,Helen's Horse (uncredited),ACTOR;
574192,tm161285,Lionel Backus,Elderly Townsman,ACTOR;
574193,tm161285,Fred Behrle,Deputy Foster,ACTOR;
574194,tm161285,Rex Dale,,ACTOR;
13375,tm161285,Lester Dorr,Announcer,ACTOR;
100218,tm161285,Adabelle Driver,Townswoman,ACTOR;
574196,tm161285,Harry Ely,,ACTOR;
571895,tm161285,Joe Farey,,ACTOR;
574195,tm161285,Cap Fields,,ACTOR;
574197,tm161285,Dan Fitzpatrick,,ACTOR;
574199,tm161285,Charlie Groves,,ACTOR;
574198,tm161285,Lois Halsey,,ACTOR;
574200,tm161285,Helen Hathaway,,ACTOR;
134004,tm161285,Arthur Kay,,ACTOR;
574202,tm161285,Elizabeth Kay,,ACTOR;
134245,tm161285,Clyde McClary,Henchman,ACTOR;
154339,tm161285,Jack O'Shea,Henchman,ACTOR;
572257,tm161285,Walter Patterson,,ACTOR;
419927,tm161285,Robert Richards,,ACTOR;
138128,tm161285,Blackjack Ward,Henchman,ACTOR;
152775,tm161285,Pete Gordon,Henchman Grigg,ACTOR;
823546,tm161285,Otto Lang,,ACTOR;
175618,tm161285,Samuel Diege,,DIRECTOR;
28653,tm164908,Robert Armstrong,Larry Doyle,ACTOR;
154437,tm164908,Maxine Doyle,Anne Ogilvie,ACTOR;
116792,tm164908,Henry Kolker,Ellwyn A. 'Jo-Jo' Jonas,ACTOR;
"134053,tm164908,LeRoy Mason,""The Eel, Gangster"",ACTOR";
20173,tm164908,James Burke,Managing Editor Marvin,ACTOR;
152854,tm164908,Guy Usher,District Attorney Johnson,ACTOR;
138102,tm164908,James P. Burtis,Whalen,ACTOR;
"134057,tm164908,Monte Collins,""Dunn, Reporter"",ACTOR";
69200,tm164908,Sam Lufkin,Weeks,ACTOR;
"153925,tm164908,Otto Fries,""Nate, Pawnbroker"",ACTOR";
151585,tm164908,Norman Houston,T. Fulton Whistler,ACTOR;
"63069,tm164908,Dell Henderson,""Mr. Clark, Hotel Manager"",ACTOR";
41706,tm164908,Lee Shumway,Plainclothes Man,ACTOR;
"137455,tm164908,Sam Flint,""Jerome Roberts, Publisher"",ACTOR";
153154,tm164908,Ray McCarey,,DIRECTOR;
55122,tm224035,Kermit Maynard,Jim Dolan,ACTOR;
102593,tm224035,Lucille Lund,Sally Martin,ACTOR;
69597,tm224035,Lawrence Gray,Larry Keane,ACTOR;
29629,tm224035,Robert Warwick,Ferguson,ACTOR;
133998,tm224035,Wheeler Oakman,Murdock,ACTOR;
21781,tm224035,Lloyd Ingraham,Terry O'Leary,ACTOR;
132945,tm224035,Roger Williams,Henchman Bowan,ACTOR;
576079,tm224035,Patricia Royale,Secretary,ACTOR;
134200,tm224035,James Pierce,Henchman Charlie Braden,ACTOR;
"71929,tm224035,Horace Murphy,""John, a logger"",ACTOR";
13361,tm224035,Horace B. Carpenter,Logger (uncredited),ACTOR;
138447,tm224035,Ed Cassidy,Logger (uncredited),ACTOR;
108226,tm224035,Sydney Jarvis,Bartender (uncredited),ACTOR;
60250,tm224035,Ted Mapes,Logger (uncredited),ACTOR;
134045,tm224035,George Morrell,Logger (uncredited),ACTOR;
47786,tm224035,Fred Parker,Barfly (uncredited),ACTOR;
130993,tm224035,Tex Phelps,Logger (uncredited),ACTOR;
124433,tm224035,Sam Newfield,,DIRECTOR;
110676,tm65429,Robert Livingston,Stony Brooke,ACTOR;
42889,tm65429,Ray Corrigan,Tucson Smith,ACTOR;
137765,tm65429,Max Terhune,Lullaby Joslin,ACTOR;
137466,tm65429,Lynne Roberts,Lorna Dawson (as Lynn Roberts),ACTOR;
27303,tm65429,Sammy McKim,Davey Dawson,ACTOR;
71569,tm65429,J.P. McGowan,Ed Dawson,ACTOR;
13327,tm65429,Yakima Canutt,Charlie Coe,ACTOR;
130989,tm65429,Hal Taliaferro,Captain Brady,ACTOR;
153660,tm65429,Maston Williams,Enoch Dawson,ACTOR;
13430,tm65429,Guy Wilkerson,Dawson Clan Member,ACTOR;
575486,tm65429,Ranny Weeks,Ranger Clayton,ACTOR;
41722,tm65429,Georgia Simmons,Ma Dawson,ACTOR;
575487,tm65429,Herman's Mountaineers,Musicians,ACTOR;
"137767,tm65429,Elmer,""Elmer, Lullaby's Dummy"",ACTOR";
153752,tm65429,Frankie Marvin,Dawson Clan Member,ACTOR;
130914,tm65429,Nelson McDowell,Dawson Clan Member,ACTOR;
47787,tm65429,George C. Pearce,Old-Timer,ACTOR;
22475,tm65429,Glen Walters,Tall Woman at Dance,ACTOR;
138128,tm65429,Blackjack Ward,Dawson Clan Member,ACTOR;
70104,tm65429,Slim Whitaker,Dawson Clan Member,ACTOR;
93411,tm65429,Blackie Whiteford,Dawson Clan Member,ACTOR;
151608,tm65429,Joseph Kane,,DIRECTOR;
73323,tm95765,Lon Chaney,Yen Sin,ACTOR;
113389,tm95765,Marguerite De La Motte,Sympathy Gibbs,ACTOR;
219971,tm95765,Harrison Ford,John Malden,ACTOR;
73327,tm95765,John St. Polis,Nate Snow,ACTOR;
108229,tm95765,Walter Long,Daniel Gibbs,ACTOR;
582859,tm95765,Buddy Messinger,'Mr. Bad Boy',ACTOR;
155810,tm95765,Tom Forman,,DIRECTOR;
108842,tm300656,Gene Autry,Gene Autry,ACTOR;
113867,tm300656,Champion,Champ - Gene's Horse,ACTOR;
209916,tm300656,Gail Davis,Melody Colton,ACTOR;
134125,tm300656,Kirby Grant,Lieutenant Randy Mason,ACTOR;
32284,tm300656,James Griffith,Apache Kid aka Johnny Corday,ACTOR;
15254,tm300656,Philip Van Zandt,Curt Raidler,ACTOR;
94595,tm300656,G. Pat Collins,Jim Colton (as Pat Collins),ACTOR;
93741,tm300656,Roy Gordon,Major Farrell,ACTOR;
11104,tm300656,Pat Buttram,Shadrach Jones,ACTOR;
137611,tm300656,John English,,DIRECTOR;
90209,tm166542,Jack Perrin,Jack,ACTOR;
103472,tm166542,Tina Menard,Lolita,ACTOR;
207769,tm166542,Frank Rice,Amos,ACTOR;
138185,tm166542,William Gould,Bill Meeker,ACTOR;
"134149,tm166542,Fern Emmett,""Molly O'Hara, the Cook"",ACTOR";
578665,tm166542,Elias Lazaroff,Don Carlos Delgardo,ACTOR;
134181,tm166542,Robert Walker,Henchman Joe,ACTOR;
132940,tm166542,Jimmy Aubrey,Henchman Dick (as Jim Aubrey),ACTOR;
130916,tm166542,Bernard B. Ray,,DIRECTOR;
56589,tm274240,William Farnum,Pop Wiley,ACTOR;
1442034,tm274240,Karlyn May,Anita,ACTOR;
71581,tm274240,Bryant Washburn,Malone,ACTOR;
573043,tm274240,Elena Durán,Carlotta (as Elena Duran),ACTOR;
74242,tm274240,Olin Francis,Rawlins - Henchman,ACTOR;
134024,tm274240,Milburn Morante,Buffalo (as Milt Morante),ACTOR;
551235,tm274240,Don Orlando,Pancho,ACTOR;
138453,tm274240,Ace Cain,Ace Lewis,ACTOR;
1442062,tm274240,Rudolf Cornell,Jimmy Melton (as Rudolph Cornell),ACTOR;
1442065,tm274240,Marjorie Medford,Sally Wiley,ACTOR;
153783,tm274240,Fox O'Callahan,Henchman (as Foxy O'Callahan),ACTOR;
1442046,tm274240,Chito Montoya,Band Leader (as Chito Montoya's Orchestra),ACTOR;
1305735,tm274240,William C. Thompson,,DIRECTOR;
153364,tm81969,Ken Maynard,Ken Mitchell,ACTOR;
132380,tm81969,Dorothy Short,Ann Markham,ACTOR;
37836,tm81969,Harry Harvey,Gopher,ACTOR;
210990,tm81969,Ted Adams,Collins,ACTOR;
132381,tm81969,Dave O'Brien,Henchman Lucke,ACTOR;
84208,tm81969,Tom London,Sheriff Parker,ACTOR;
398120,tm81969,John Elliot,Dad Markham,ACTOR;
"62991,tm81969,Reed Howes,""Lon, Burton Foreman"",ACTOR";
132944,tm81969,James Sheridan,Henchman Joe,ACTOR;
137989,tm81969,Carl Mathews,Henchman Hank,ACTOR;
82971,tm81969,Herman Hack,Hideout Henchman,ACTOR;
134243,tm81969,Jack Hendricks,Hideout Henchman,ACTOR;
134045,tm81969,George Morrell,Hideout Henchman,ACTOR;
126990,tm81969,Steve Clark,Burton,ACTOR;
103855,tm81969,Harry L. Fraser,,DIRECTOR;
568683,tm94432,Bob Howard,Bob Howard,ACTOR;
568681,tm94432,Dewey 'Pigmeat' Markham,Piggy,ACTOR;
568682,tm94432,Noble Sissle,Noble Sissel,ACTOR;
568687,tm94432,Wyatt Clark,Buster,ACTOR;
1155753,tm94432,Maude Simmons,Lady,ACTOR;
568685,tm94432,George P. Quigley,,DIRECTOR;
108842,tm93459,Gene Autry,Gene Autry,ACTOR;
113867,tm93459,Champion,Champion,ACTOR;
567016,tm93459,Jean Heather,Carol Taylor,ACTOR;
102700,tm93459,Ralph Morgan,Charlie Mason,ACTOR;
137433,tm93459,Carol Thurston,Lydia Henry,ACTOR;
152658,tm93459,Mark Daniels,Matt Mason,ACTOR;
24987,tm93459,Robert Blake,Mike Henry (as Bobby Blake),ACTOR;
567831,tm93459,Russ Vincent,Jeff Henry,ACTOR;
69183,tm93459,Ernie Adams,Taxicab Driver (uncredited),ACTOR;
792651,tm93459,Jonathan Gilmore,Boy (uncredited),ACTOR;
137611,tm93459,John English,,DIRECTOR;
110676,tm67154,Robert Livingston,Stony Brooke,ACTOR;
42889,tm67154,Ray Corrigan,Tucson Smith,ACTOR;
137765,tm67154,Max Terhune,Lullaby Joslin,ACTOR;
71331,tm67154,Eleanor Stewart,Sylvia Ashton,ACTOR;
212794,tm67154,Harry Woods,John Harve,ACTOR;
36179,tm67154,Earle Hodgins,Sheriff Honest Dan Gray,ACTOR;
151218,tm67154,Thomas Carr,George Brooke,ACTOR;
13327,tm67154,Yakima Canutt,Henchman Hodge,ACTOR;
62606,tm67154,John Merton,Henchman Craig,ACTOR;
134051,tm67154,Harrison Greene,Auctioneer,ACTOR;
13361,tm67154,Horace B. Carpenter,Pete,ACTOR;
82972,tm67154,Frank Ellis,Henchman,ACTOR;
27203,tm67154,Fred 'Snowflake' Toones,Cook,ACTOR;
154098,tm67154,Mack V. Wright,,DIRECTOR;
102384,tm4527,Robert Lowery,Hank Wilson,ACTOR;
45080,tm4527,Pamela Blake,Doris Lacy,ACTOR;
61171,tm4527,Clem Bevans,Bill 'Pops' Lacy,ACTOR;
137357,tm4527,Michael Whalen,Frank Denton,ACTOR;
41716,tm4527,Steve Pendleton,George Montgomery (as Gaylord Pendleton),ACTOR;
56746,tm4527,Lyle Talbot,Company Detective,ACTOR;
27265,tm4527,Mary Gordon,Aunt Myrt Lacy,ACTOR;
137281,tm4527,William Berke,,DIRECTOR;
102384,tm264640,Robert Lowery,Tim Scott,ACTOR;
151170,tm264640,Phyllis Brooks,Marian Blair,ACTOR;
133886,tm264640,Mary Treen,Cassie McQuade,ACTOR;
32280,tm264640,Joe Sawyer,Spike Kenny,ACTOR;
151902,tm264640,Roger Pryor,Rod Farrell,ACTOR;
62995,tm264640,Ralph Sanford,Sheriff,ACTOR;
8049,tm264640,Billy Nelson,Bill Madden,ACTOR;
98829,tm264640,Edward Gargan,Cal Williams,ACTOR;
190733,tm264640,Vince Barnett,Short Bald Man at Dance,ACTOR;
49067,tm264640,Will Wright,Jeff Hines,ACTOR;
14770,tm264640,Dewey Robinson,Doorman at Dance,ACTOR;
137281,tm264640,William Berke,,DIRECTOR;
39188,tm154782,Pat O’Brien,John Webb,ACTOR;
27176,tm154782,Edward Arnold,Vincent Cushing,ACTOR;
49059,tm154782,Broderick Crawford,Russel Sampson,ACTOR;
137903,tm154782,Ruth Terry,Anne Seymour,ACTOR;
69990,tm154782,Alan Dinehart,District Attorney George Joyce,ACTOR;
152321,tm154782,Claire Dodd,Alma Brehmer,ACTOR;
151170,tm154782,Phyllis Brooks,Sarilla Cushing,ACTOR;
55217,tm154782,Eve Arden,Miss Ater,ACTOR;
36492,tm154782,Douglass Dumbrille,George Taylor,ACTOR;
71885,tm154782,Bernard Nedell,Pete Godena,ACTOR;
14164,tm154782,Douglas Fowley,Madder,ACTOR;
28510,tm154782,Ernest Truex,P. Hemingway Collins,ACTOR;
58319,tm154782,Janet Beecher,Mrs. Cushing,ACTOR;
13305,tm154782,Evelyn Keyes,Miss Vlissingen,ACTOR;
134010,tm154782,John Sheehan,Mike Daley,ACTOR;
71902,tm154782,Addison Richards,Inspector Melvyn Fromm,ACTOR;
41676,tm154782,Cliff Clark,Captain Graves,ACTOR;
573311,tm154782,Jack Green,Detective,ACTOR;
13344,tm154782,Howard Hickman,Senator Sam Scott,ACTOR;
"58273,tm154782,Willie Best,""Art, Elevator Operator"",ACTOR";
27305,tm154782,Robert Middlemass,Sen. Berry,ACTOR;
71551,tm154782,Paul McVey,Policeman,ACTOR;
105430,tm154782,John Deering,Radio Announcer,ACTOR;
132372,tm154782,Art Baker,Radio Announcer,ACTOR;
203412,tm154782,Dale Armstrong,Radio Announcer,ACTOR;
13362,tm154782,Eddy Chandler,O'Leary,ACTOR;
47818,tm154782,Dick Rush,Detective Burke,ACTOR;
573312,tm154782,Max Rose,Fingerprint Expert,ACTOR;
572146,tm154782,Jack Winn,Surveyor,ACTOR;
572152,tm154782,Muriel Barr,Girl on Counch (Uncredited),ACTOR;
152925,tm154782,Jack Baxley,Detective with Godeana (Uncredited),ACTOR;
"71556,tm154782,Ed Brady,""Ed, District Attorney's Man (Uncredited)"",ACTOR";
28511,tm154782,Wheaton Chambers,Guest (Uncredited),ACTOR;
571722,tm154782,Irene Coleman,Curvy Brunette (Uncredited),ACTOR;
49071,tm154782,James Conaty,Senator (Uncredited),ACTOR;
153159,tm154782,Frank Dae,President of the Senate (Uncredited),ACTOR;
573315,tm154782,Pat Davis,Newspaper Reporter (Uncredited),ACTOR;
100225,tm154782,Charles K. French,Pallbearer (Uncredited),ACTOR;
57850,tm154782,Jack Gargan,Senate Gallery Spectator (Uncredited),ACTOR;
102106,tm154782,Tay Garnett,Reporter (Uncredited),ACTOR;
573073,tm154782,Al Hill Jr.,Newsboy (Uncredited),ACTOR;
105450,tm154782,Al Hill,Bartender (Uncredited),ACTOR;
61640,tm154782,Bud Jamison,Humboldt (Uncredited),ACTOR;
129168,tm154782,Marjorie Kane,Telephone Operator (Uncredited),ACTOR;
247778,tm154782,Richard Keene,Fingerprint Man (Uncredited),ACTOR;
27281,tm154782,Donald Kerr,Photographer (Uncredited),ACTOR;
71393,tm154782,Mike Lally,Nightclub Bouncer (Uncredited),ACTOR;
132375,tm154782,George Magrill,Reporter (Uncredited),ACTOR;
573313,tm154782,Bernard Matis,Delivery Boy (Uncredited),ACTOR;
28897,tm154782,Jack Perry,Nightclub Bouncer (Uncredited),ACTOR;
151969,tm154782,Gerald Pierce,Delivery Boy (Uncredited),ACTOR;
57719,tm154782,Victor Potel,Gasoline Station Proprietor (Uncredited),ACTOR;
58329,tm154782,Cyril Ring,Nightclub Patron (Uncredited),ACTOR;
573314,tm154782,Irving Wickes,Photographer (Uncredited),ACTOR;
13431,tm154782,Zack Williams,Black Preacher (Uncredited),ACTOR;
102106,tm154782,Tay Garnett,,DIRECTOR;
151178,tm193089,Tex Ritter,Tex Archer,ACTOR;
154005,tm193089,White Flash,White Flash - Tex' Horse,ACTOR;
153028,tm193089,Louise Stanley,Madge Summers,ACTOR;
28721,tm193089,Al St. John,Duke Evans,ACTOR;
74813,tm193089,Charles King,Henchman Red Holman,ACTOR;
138119,tm193089,Karl Hackett,Kalmus,ACTOR;
134126,tm193089,Robert McKenzie,Judge Roy Dean,ACTOR;
71929,tm193089,Horace Murphy,Marshal Tinker,ACTOR;
57856,tm193089,'Snub' Pollard,Prisoner,ACTOR;
38996,tm193089,Hank Worden,Henchman,ACTOR;
60256,tm193089,Chick Hannan,Henchman Joe,ACTOR;
134024,tm193089,Milburn Morante,Zeke,ACTOR;
134242,tm193089,Oscar Gahan,Townsman,ACTOR;
138421,tm193089,Robert N. Bradbury,,DIRECTOR;
102470,tm158706,William Boyd,Hopalong Cassidy,ACTOR;
121019,tm158706,Russell Hayden,Lucky Jenkins,ACTOR;
"137514,tm158706,Sidney Toler,""Fernando """"El Melancolio"""" Lopez Ramirez"",ACTOR";
71325,tm158706,Steffi Duna,Chiquita,ACTOR;
56557,tm158706,Sidney Blackmer,Ralph Merritt,ACTOR;
45539,tm158706,Pedro de Cordoba,Valdez,ACTOR;
138350,tm158706,William Duncan,Buck Peters,ACTOR;
134209,tm158706,Anna Demetrio,Dolores,ACTOR;
134191,tm158706,Eddie Dean,Naples,ACTOR;
33404,tm158706,Glenn Strange,Slim Schultz,ACTOR;
574324,tm158706,Jo Jo La Savio,Ernesto,ACTOR;
151920,tm158706,Roy Brent,Henchman,ACTOR;
79566,tm158706,Ken Darby,The King's Men Member,ACTOR;
79569,tm158706,Jon Dodson,The King's Men Member,ACTOR;
14748,tm158706,Martín Garralaga,Bolo-Carrier,ACTOR;
82971,tm158706,Herman Hack,Rodeo Spectator,ACTOR;
79582,tm158706,Bud Linn,The King's Men Member,ACTOR;
568578,tm158706,Johnny Luther,Henchman,ACTOR;
84203,tm158706,Jack Montgomery,Barfly,ACTOR;
130993,tm158706,Tex Phelps,Rodeo Spectator,ACTOR;
154305,tm158706,George Plues,Rodeo Spectator,ACTOR;
79596,tm158706,Rad Robinson,The King's Men Member,ACTOR;
71401,tm158706,Tony Roux,Gaucho,ACTOR;
21362,tm158706,George Sowards,Henchman,ACTOR;
154306,tm158706,Nate Watt,,DIRECTOR;
42889,tm204337,Ray Corrigan,Crash Corrigan (as Ray 'Crash' Corrigan),ACTOR;
